fid,kid_mean,kid_std,run_name,epoch
328.8770751953125,0.2784600257873535,0.013185609132051468,g0_baseline_instrumented_with_KID,50
307.6791076660156,0.22003033757209778,0.0106661980971694,g0_baseline_instrumented_with_KID,100
300.4390869140625,0.20039500296115875,0.011716012842953205,g0_baseline_instrumented_with_KID,150
307.24041748046875,0.20133869349956512,0.011750721372663975,g0_baseline_instrumented_with_KID,200
