epoch,g_loss,d_loss
1,4.979558771306818,1.0854048295454546
2,8.384854403409092,0.8680475408380682
3,4.450639204545454,0.8872347745028409
4,2.6209161931818183,0.9699596058238636
5,2.6669477982954546,0.8883500532670454
