epoch,loss_d,loss_g,D_x,D_G_z_fake,D_G_z_gen
1,0.9652209525758569,2.835127917203036,0.6736798990856517,0.29743813520128076,0.10593716495416382
2,0.828090177340941,2.709963700988076,0.7153968892314218,0.28446996212005615,0.10998777401718227
3,0.9094346463680267,2.912780750881542,0.6897134537046606,0.3078159676356749,0.09074287844652479
4,1.0566031770272688,3.2906775691292505,0.6775348470969633,0.342316057194363,0.071057912978259
5,1.2012831351973794,3.07703359560533,0.6396423551169309,0.36519618129188364,0.09072605283422903
6,1.4787755771116777,2.5665528828447517,0.5733362842689861,0.4299368912523443,0.13780713369223205
7,1.2299573177641088,2.4781981814991343,0.6149752072312615,0.3870485194704749,0.1358437341722575
8,1.1060940812934528,2.500489765947515,0.6394838067618284,0.36229309981519525,0.12649887698617848
9,1.0891781097108668,2.734936313195662,0.6457185244018381,0.35415003110061993,0.10506932606751268
10,0.9260607036677274,2.503722380508076,0.6706315847960386,0.323249027132988,0.11951004341244698
11,0.827404420484196,2.4096127531745215,0.6999744231050665,0.3021862249482762,0.12625496868382802
12,0.8530356748537584,2.375226465138522,0.6870468123392626,0.3039049262350256,0.12827293270013548
13,0.8945075490257957,2.31083683534102,0.6793028360063379,0.3235390775583007,0.13591983982107855
14,0.8277283175425096,2.3939994140104814,0.6995896615765311,0.30762147971174936,0.1277734704992988
15,0.7887841842391274,2.4565953233025293,0.7070618326013739,0.28946973925287073,0.11813258041035045
16,0.7045833956111561,2.2328671542080967,0.7266755104064941,0.2659658931873061,0.14225118268619885
17,0.7084898569367148,2.316601287234913,0.7305913188240745,0.27083242210474884,0.13299402933229099
18,0.7869388135996732,2.3125391981818457,0.7046355713497509,0.28400463407689874,0.14264991168271413
19,0.8555451875383203,2.470903206955303,0.6991176144643263,0.3068540157242255,0.13542936843904582
20,0.7873339029875669,2.6339786377820102,0.7086459344083612,0.2801491411572153,0.1151222378354181
21,0.7943246296860955,2.4572781974619087,0.7078868502920325,0.29071352359923447,0.1218651355328885
22,0.7374879988757047,2.5524320277300747,0.730045114051212,0.27682906355370174,0.11396361904388125
23,0.5791254436427896,2.424848832867362,0.7755402353676882,0.23195128752426666,0.12489844689315016
24,0.6077807897871191,2.389427835291082,0.7611811106855219,0.23866065354509788,0.12662383270534602
25,0.6753868149085478,2.4406586451963945,0.7409546619111841,0.25257646292448044,0.12229292687367309
26,0.6942965388298035,2.4566982713612644,0.7331126576120203,0.2627766592936082,0.11994167349555275
27,0.8318309458819303,2.7798109542239797,0.7193489210172133,0.28887039016593585,0.11979322872039946
28,0.6782629787921906,2.6046683463183316,0.7430206320502541,0.25305587256496603,0.10904763080179691
29,0.6947493336417458,2.351108020002192,0.7339814684607766,0.26176986640149896,0.13228350098837505
30,0.6423760110681708,2.3897886926477607,0.7534304098649458,0.24793638830835169,0.12621942602775313
31,0.5994731702587821,2.3613158030943437,0.7644733217629519,0.23726681145754727,0.12755308503454382
32,0.535354427315972,2.348011537031694,0.780977804552425,0.2156038135290146,0.12548012828285043
33,0.5433772585608743,2.3379293517632918,0.782454019243067,0.2225342778996988,0.1242002197964625
34,0.5655190551822836,2.521357937292619,0.7743273350325498,0.22422668574885887,0.11175202459774235
35,0.5808096162297509,2.6286722746762363,0.7719421197067607,0.22724758359518918,0.10421655225482854
36,0.5252018123865128,2.5052214698358015,0.7879485596310009,0.21466177092357117,0.1088216748427261
37,0.48059818148612976,2.486600464040583,0.8005698025226593,0.19870026951486414,0.10821817070245743
38,0.4697639454494823,2.535371574488553,0.8047791556878523,0.19355946372855792,0.10592916912653229
39,0.4680111083117398,2.641151048920371,0.8079568445682526,0.19303575699979608,0.09898543019186366
40,0.4574069638143886,2.6922936873002485,0.811007865450599,0.18692730367183685,0.09581158310174942
41,0.42780788242816925,2.6821837425231934,0.8196851123463024,0.1769736764783209,0.09195942143824967
42,0.4464292255314914,2.8239376815882595,0.8205689327283339,0.1818551370366053,0.09032139368355274
43,0.41318746317516675,2.830161376432939,0.8234533613378351,0.16737236082553864,0.08675457181578333
44,0.38924559408968146,2.8402105136351152,0.8395158811049028,0.16658695008267055,0.08200120011513884
45,0.37265509502454236,2.8074445724487305,0.8444179133935408,0.16075188903646034,0.0857007826932452
46,0.36482038687575946,2.7940964752977546,0.841901960698041,0.15361760726029222,0.08537816781211983
47,0.32642237706617877,2.8229137008840386,0.854495026848533,0.139530710875988,0.07906426455486905
48,0.3377738473090259,2.9307609254663642,0.8568373078649695,0.14471066269007596,0.08123827107589353
49,0.3069002960215915,2.9183848337693648,0.8630581579425118,0.13048526593907314,0.08040237968618219
50,0.9931072890758514,3.415093507279049,0.7364193018187176,0.2726036438146945,0.1736622668739239
51,0.41131239994005725,3.149337270043113,0.8270374834537506,0.16487896340814504,0.06419735300269994
52,0.27958493476564233,3.0451771129261362,0.8775853758508508,0.12443615733222528,0.06448632021519271
53,0.2678920538588004,2.9419346289201216,0.8805883933197368,0.11976964094422081,0.06906416639685631
54,0.24915181371298703,2.9825577194040473,0.8876777562228116,0.11071975359862501,0.06641583754257722
55,0.24117295444011688,2.984648411924189,0.8916842233050953,0.10974401133981618,0.06655343554236672
56,0.23576708273454147,3.0297571529041636,0.8934290300716053,0.10663967207074165,0.06532251089811325
57,0.2232832502235066,3.102111978964372,0.8984586271372709,0.10104079409079118,0.05970455265857957
58,0.23794053359465164,3.09874706918543,0.8915924077684229,0.10540939427234909,0.06379994987086816
59,0.22141248055479743,3.1021069179881704,0.8984402120113373,0.09969845007766377,0.06019150651991367
60,0.2385114451700991,3.1270174004814844,0.8949702246622606,0.10769207538528876,0.06162711994891817
61,0.25967332788489084,3.1652773943814365,0.884091008793224,0.11204153400930492,0.06549146864563227
62,0.23372158882292834,3.2821871800856157,0.8969466848806902,0.1064674315804785,0.05302032354203137
63,0.24253356118093838,3.289836114103144,0.8937363949688998,0.10792681981216777,0.058034883896735584
64,0.2598463852297176,3.2500885291533037,0.8833168582482771,0.10883695674552159,0.0654264423488216
65,0.2398607236417857,3.2271726673299614,0.8928896026177839,0.1051811846819791,0.06045632462271235
66,0.20766411518508737,3.2845415527170356,0.9074218408627943,0.09601062976501205,0.05270655546337366
67,0.21101207082921808,3.2708805149251763,0.9049003205516122,0.09548661180517891,0.05574360879307443
68,0.20079212974418292,3.2875946760177612,0.9078004820780321,0.09110851822928949,0.05104251917112957
69,0.20141707157546823,3.2520533908497202,0.9054040177301927,0.08905433931133964,0.05652778155424378
70,1.0947852649471976,4.195578669959849,0.7412666475230997,0.2626381795218384,0.1527437163061801
71,0.3119268336079337,3.49784255027771,0.872735161672939,0.13032788241451437,0.04623021380129186
72,0.1968712644143538,3.3442959135228936,0.9099664227529005,0.08884889395399527,0.04941298575563864
73,0.17570485242388464,3.297029419378801,0.919019187038595,0.08127278732982549,0.05015617913820527
74,0.16570242765274915,3.34888278354298,0.9240234683860432,0.07705930552699349,0.047535808333619076
