run_name,epoch,loss_d,loss_g,D_x,D_G_z_fake,D_G_z_gen,instance_noise_std
g8_better_discriminator,1,1.364768147468567,0.8599599491466176,0.5284080451185053,0.5038354234261946,0.4303644055669958,0.05
g8_better_discriminator,2,1.3595472628420049,1.1934328837828203,0.539542627605525,0.4737034656784751,0.3256057094443928,0.049375
g8_better_discriminator,3,1.38148141449148,1.0279090729626743,0.4786362106149847,0.44703137332742865,0.37069491093808954,0.04875
g8_better_discriminator,4,1.185328182849017,1.1845826262777501,0.5545446100560102,0.40385222705927765,0.32243288443847135,0.048125
g8_better_discriminator,5,1.3308612379160794,1.1232296309687875,0.5089443732391704,0.42234286394986237,0.3508607332002033,0.0475
g8_better_discriminator,6,1.25841670144688,1.1121537333185023,0.5106080621480942,0.40945403006943787,0.34930840676481073,0.046875
g8_better_discriminator,7,1.3578405353156002,1.2641982788389379,0.5092181969772686,0.4208886813033711,0.3148450031876564,0.046250000000000006
g8_better_discriminator,8,1.30460434068333,1.075426914475181,0.48309708454392175,0.41778800975192676,0.3527133424173702,0.045625
g8_better_discriminator,9,1.274630611593073,1.184082491831346,0.4730231314897537,0.3781371523033489,0.3267587287859483,0.045000000000000005
g8_better_discriminator,10,1.1798256310549649,1.2907592410391027,0.5336526713588021,0.3705157393758947,0.29984498701312323,0.044375
g8_better_discriminator,11,1.1142070320519535,1.3904186622662977,0.5865291573784568,0.3502322950146415,0.2743095809763128,0.043750000000000004
g8_better_discriminator,12,1.2207312042062932,1.4237454641949048,0.5467316874048926,0.3623736487193541,0.2717598873105916,0.043125000000000004
g8_better_discriminator,13,1.419979458505457,0.918345031413165,0.4416849775747819,0.43634149161252106,0.40817841210148553,0.0425
g8_better_discriminator,14,1.2659302733161233,0.8684666888280348,0.5196296762336384,0.4421328008174896,0.4232988858764822,0.041875
g8_better_discriminator,15,1.2538344209844416,1.0329758010127328,0.49330669099634344,0.40026429160074756,0.36508091335946863,0.04125
g8_better_discriminator,16,1.2636024491353468,1.2022054114124991,0.5223962353034453,0.4061684730378064,0.31660292026671494,0.040625
g8_better_discriminator,17,1.214756429195404,1.1677727753465825,0.5274430093440142,0.3969434025612744,0.32503631846471265,0.04000000000000001
g8_better_discriminator,18,1.2419209344820543,1.2250297665596008,0.5378126989711415,0.4044339236888019,0.3122259270061146,0.039375
g8_better_discriminator,19,1.389385624365373,0.9416525987061587,0.46396735310554504,0.4382732551206242,0.3991353931752118,0.03875000000000001
g8_better_discriminator,20,1.3438551371747798,0.8662283610213887,0.4756263413212516,0.4442488361488689,0.4253770411014557,0.038125
g8_better_discriminator,21,1.2477622628211975,0.9288134222680872,0.5301327163522894,0.43105768344619055,0.40434884889559314,0.037500000000000006
g8_better_discriminator,22,1.3999721895564685,0.9983824518593875,0.45703174851157446,0.43938844312321057,0.3773402246561917,0.036875000000000005
g8_better_discriminator,23,1.3670888543128967,0.8593646911057559,0.4550137614661997,0.4414869343692606,0.4267633706331253,0.03625
g8_better_discriminator,24,1.3255091580477627,0.8763274198228662,0.4787670902230523,0.43819218332117255,0.4211094785820354,0.035625000000000004
g8_better_discriminator,25,1.3253026008605957,0.9223263128237291,0.4846872538328171,0.4379416582259265,0.4033497328108007,0.034999999999999996
g8_better_discriminator,26,1.2978050708770752,0.9249137477441267,0.4920728260820562,0.43056474084203894,0.4039198945869099,0.034375
g8_better_discriminator,27,1.3169032443653454,0.9179104891690341,0.48984739455309784,0.43754285167564044,0.4052636934952302,0.03375
g8_better_discriminator,28,1.298984625122764,0.9895059412175958,0.49631876024332916,0.4267182025042447,0.3806801059029319,0.033125
g8_better_discriminator,29,1.329202326861295,0.9919255944815549,0.48957220126282086,0.4357651268894022,0.378060366619717,0.0325
g8_better_discriminator,30,1.296873932534998,0.8999053375287489,0.4977878156033429,0.4354178322987123,0.4119418046691201,0.031875
g8_better_discriminator,31,1.327414718541232,0.9235301180319353,0.4859310049902309,0.43656655062328686,0.4051079777154056,0.03125
g8_better_discriminator,32,1.3258772438222712,0.9065069068561901,0.5127656744285063,0.455206344073469,0.4110311689701947,0.030625000000000003
g8_better_discriminator,33,1.3404050144282253,0.8763954449783672,0.4934591474858197,0.454507593404163,0.42161210016770795,0.03
g8_better_discriminator,34,1.332261947068301,0.9174559224735607,0.5013030415231531,0.4539568695155057,0.4052586325190284,0.029375000000000002
g8_better_discriminator,35,1.3642777096141467,0.8858279152349993,0.44798817282373254,0.42782409353689715,0.41680125892162323,0.028749999999999998
g8_better_discriminator,36,1.339624047279358,0.8057128272273324,0.4998040253465826,0.46631615405732935,0.4501181610605933,0.028125
g8_better_discriminator,37,1.336864335970445,0.8463536582209847,0.4733351780609651,0.44155450842597266,0.4320599761876193,0.027500000000000004
g8_better_discriminator,38,1.3232994892380454,0.8994064791636034,0.4826724407347766,0.4401637776331468,0.4114233323118903,0.026875
g8_better_discriminator,39,1.333474961194125,0.9035984873771667,0.48490963063456793,0.44559362530708313,0.40903662009672687,0.026250000000000002
