fid,kid_mean,kid_std,run_name,epoch,evaluated_model
267.5722351074219,0.16604411602020264,0.010660656727850437,g3_ema_generator,50,ema
223.46197509765625,0.10476665943861008,0.00895730685442686,g3_ema_generator,100,ema
221.13026428222656,0.0962294340133667,0.008682800456881523,g3_ema_generator,150,ema
205.77304077148438,0.08892656862735748,0.009438634850084782,g3_ema_generator,200,ema
