run_name,epoch,loss_d,loss_g,D_x,D_G_z_fake,D_G_z_gen
g3_ema_generator,1,1.364755946656932,4.733007368834122,0.657651119582031,0.36139353640053584,0.03661236160374044
g3_ema_generator,2,1.091361663263777,2.734941990479179,0.6531069058439006,0.3438740835889526,0.10873446253168842
g3_ema_generator,3,1.3712949396475502,2.268359503020411,0.5860928293803463,0.4163733591204104,0.15886118886587414
g3_ema_generator,4,1.0873711368312007,2.201570987701416,0.634799458410429,0.35936372548989626,0.1597906330033489
g3_ema_generator,5,0.9574155341023984,2.4032832947762115,0.6723257866890534,0.32961394524444704,0.13542526016902665
g3_ema_generator,6,1.071873298805693,2.427071589490642,0.6456032576768295,0.35204944322290627,0.14146722508999315
g3_ema_generator,7,0.9372859415800675,2.2549546969973524,0.6736781367141268,0.3244111013153325,0.15115190171839102
g3_ema_generator,8,1.0120923447868098,2.441628672506498,0.6606398568205212,0.33737606263679004,0.13742231601930183
g3_ema_generator,9,0.8686591211868369,2.304081271524015,0.6906267754409624,0.3056550676246052,0.14173413529668166
g3_ema_generator,10,0.8912365073743074,2.4202192244322402,0.6894077548514241,0.31007915832426236,0.13386450136971215
g3_ema_generator,11,0.7724245647373407,2.2713121258370252,0.7201812422793844,0.27345624347419845,0.16258189641951543
g3_ema_generator,12,0.8230035285586896,2.644649677950403,0.7200049051771993,0.2796219435075055,0.11335843833892242
g3_ema_generator,13,0.6907781320421592,2.7330151472402657,0.7480427431671516,0.24921197476594345,0.11037793919525068
g3_ema_generator,14,0.707472118994464,2.4414754432180654,0.7506752679853336,0.24535432396679308,0.14534691147475867
g3_ema_generator,15,0.6376781978684923,2.5123679015947427,0.7619489512365797,0.23950050973697848,0.12622607209841194
g3_ema_generator,16,0.6753717162038969,2.614678115948387,0.7570275094198144,0.2419271067837658,0.13573802577372154
g3_ema_generator,17,0.8056559076775676,2.5172412610896258,0.7362765204971251,0.26272682778780226,0.15775529135767694
g3_ema_generator,18,0.5927352280072544,2.4040616141713183,0.7701069369264271,0.2272395937015181,0.13196677807718515
g3_ema_generator,19,0.64124721483044,2.55515244991883,0.7641599729009296,0.23313062731176615,0.1384739185501214
g3_ema_generator,20,0.6451443997414216,2.5902484875658285,0.763532429933548,0.23810748193089082,0.13454516758413418
g3_ema_generator,21,0.6200561465128608,2.5098481139411097,0.7679735062562901,0.22969344529606725,0.13594613769901512
g3_ema_generator,22,0.6240734402900157,2.6155767376008243,0.7729106921216716,0.227438199819754,0.13804146041081328
g3_ema_generator,23,0.698394838558591,2.6949933762459652,0.7698481923536115,0.22695952325897373,0.14869646622505767
g3_ema_generator,24,0.5010997682161953,2.517657785311989,0.8001095348078272,0.19763239829436594,0.11794164657349819
g3_ema_generator,25,0.5016463460481685,2.6446045637130737,0.8032337828822758,0.19611066207289696,0.1138076421642757
g3_ema_generator,26,0.5122448445662208,2.7773015278836954,0.8047546822091808,0.1947679689315998,0.1130865176167825
g3_ema_generator,27,0.605609130276286,2.9636732427322348,0.8032200649056745,0.2021199643875108,0.12087415564588888
