fid,kid_mean,kid_std,run_name,epoch,evaluated_model
368.76824951171875,0.3613327443599701,0.013436581008136272,g6_facecrop_regularized,1,ema
181.60179138183594,0.07063058018684387,0.008546753786504269,g6_facecrop_regularized,50,ema
162.95188903808594,0.053438834846019745,0.009724313393235207,g6_facecrop_regularized,100,ema
156.15516662597656,0.047660186886787415,0.008785316720604897,g6_facecrop_regularized,150,ema
148.20315551757812,0.04346363991498947,0.006956133525818586,g6_facecrop_regularized,200,ema
