fid,kid_mean,kid_std,run_name,epoch
260.38031005859375,0.1389153003692627,0.009631900116801262,g1_more_data,50
219.44857788085938,0.09795928001403809,0.008049871772527695,g1_more_data,100
217.53453063964844,0.09083015471696854,0.009440988302230835,g1_more_data,150
208.99314880371094,0.08868289738893509,0.009752677753567696,g1_more_data,200
